spanish,english
Olvidate de Tomás.,Forget Tom.
Olvídate de Tomás.,Forget Tom.
Olvídese de Tomás.,Forget Tom.
Olvídenlo.,Forget him.
Perdónanos.,Forgive us.
Perdónenos.,Forgive us.
Consíguete una vida.,Get a life.
Entra.,Get inside.
Vete a la cama.,Get to bed.
Déjalo.,Give it up.
Vete a casa.,Go on home.
Váyase a casa.,Go on home.
Ve a ver a Tom.,Go see Tom.
Andá a trabajar.,Go to work.
Dios existe.,God exists.
Ten fe.,Have faith.
Tened fe.,Have faith.
Tengan fe.,Have faith.
Confíen.,Have faith.
Él salió a comer.,He ate out.
Tosió.,He coughed.
Él se rindió.,He gave in.
Se rindió.,He gave up.
Lo dejó.,He gave up.
Cedió.,He gave up.
Tiró la toalla.,He gave up.
Descolgó.,He hung up.
Él cogió el teléfono.,He hung up.
Él es DJ.,He is a DJ.
¡Él está aquí!,He is here!
Él es gentil.,He is kind.
Él es amable.,He is kind.
Él es generoso.,He is kind.
Él es mezquino.,He is mean.
Él es alto.,He is tall.
Él se reía.,He laughed.
Lo hizo él.,He made it.
Lo logró.,He made it.
Lo hizo.,He made it.
Está sin blanca.,He's broke.
Está arruinado.,He's broke.
Él es cruel.,He's cruel.
Él miente.,He's lying.
Él está mintiendo.,He's lying.
Es inteligente.,He's smart.
Él es inteligente.,He's smart.
¡Helo aquí!,Here he is!
¡Aquí está él!,Here he is!
Aquí está.,Here it is.
Aquí vamos.,Here we go.
"Hey, cálmate.","Hey, relax."
Quieto.,Hold still.
Mantente quieto.,Hold still.
¡Qué aburrimiento!,How boring!
¿Cómo está Tom?,How is Tom?
¡Qué bonito!,How lovely!
¡Encantador!,How lovely!
¡Es una preciosidad!,How lovely!
¡Qué trágico!,How tragic!
¿Qué tal el trabajo?,How's work?
¿Cómo van las cosas en el trabajo?,How's work?
"Rápido, a casa.",Hurry home.
"Corre, vete a casa.",Hurry home.
Lo admito.,I admit it.
Soy un hombre.,I am a man.
Soy una persona.,I am a man.
Estoy aburrida.,I am bored.
¡Soy feliz!,I am happy.
¡Estoy feliz!,I am happy.
Yo estoy contento.,I am happy.
Yo soy humano.,I am human.
Estoy listo.,I am ready.
Estoy fisurado.,I am tired.
Yo lo rompí.,I broke it.
Yo puedo ayudar.,I can help.
Puedo saltar.,I can jump.
Sé leer.,I can read.
Puedo cantar.,I can sing.
Sé nadar.,I can swim.
Solté una risita.,I chuckled.
No estoy de acuerdo.,I disagree.
Lo dudo.,I doubt it.
Como aquí.,I eat here.
Yo como aquí.,I eat here.
Yo como carne.,I eat meat.
Envidio a Tom.,I envy Tom.
Lo envidio.,I envy him.
Me siento mal.,I feel bad.
Me siento viejo.,I feel old.
Me sentía mal.,I felt bad.
Lo encontré.,I found it.
Me perdí.,I got lost.
Me puse enfermo.,I got sick.
Odio a Tom.,I hate Tom.
Te detesto.,I hate you.
Tengo uno.,I have one.
Yo tengo uno.,I have one.
Gané.,I have won.
Te oigo.,I hear you.
Le ayudo.,I help him.
Conocí a Tom.,I knew Tom.
Conozco a Tom.,I know Tom.
La conozco.,I know her.
Lo conozco.,I know him.
Ahora sé.,I know now.
Me agrada Tom.,I like Tom.
Me gusta el arte.,I like art.
Me gusta él.,I like him.
Él me gusta.,I like him.
Me gusta el té.,I like tea.
Me agradas.,I like you.
Me gustó.,I liked it.
Lo amo a Tomás.,I love Tom.
Yo lo amo.,I love him.
Lo amo.,I love him.
Te quiero.,I love you.
Te amo.,I love you.
¡Te amo!,I love you.
Os amo.,I love you.
Me encantó.,I loved it.
Echo de menos a Tom.,I miss Tom.
Le echo de menos.,I miss him.
Lo extraño.,I miss him.
Te echo de menos.,I miss you.
Tengo que correr.,I must run.
Necesito a Tom.,I need Tom.
Necesito hielo.,I need ice.
Prometí.,I promised.
Me fui corriendo a casa.,I ran home.
Me apresuré a ir a casa.,I ran home.
Me acuerdo.,I remember.
Yo me acuerdo.,I remember.
Yo recuerdo.,I remember.
Renuncié.,I resigned.
Dije que sí.,I said yes.
Yo decía que sí.,I said yes.
Me senté.,I sat down.
Me sentaba.,I sat down.
Lo vi.,I saw that.
Vi eso.,I saw that.
Veía eso.,I saw that.
Grité.,I screamed.
Yo grité.,I screamed.
Los veo.,I see them.
Las veo.,I see them.
Disparé a Tom.,I shot Tom.
Sobreviví.,I survived.
Creo que sí.,I think so.
Eso creo.,I think so.
Vomité.,I threw up.
Se lo dije a Tom.,I told Tom.
Se lo he dicho a Tom.,I told Tom.
Uso esto.,I use this.
Utilizo esto.,I use this.
Quiero a Tom.,I want Tom.
¡Quiero uno!,I want one!
¡Quiero una!,I want one!
Quiero uno.,I want one.
Yo quiero uno.,I want one.
Llegué tarde.,I was late.
Yo estaba enfermo.,I was sick.
No voy a ir.,I won't go.
Yo hago ejercicio.,I work out.
Yo lo escribí.,I wrote it.
Yo lo compraría.,I'd buy it.
Estaré bien.,I'll be OK.
Lo haré yo.,I'll do it.
Lo haré.,I'll do it.
Entraré.,I'll go in.
Voy a entrar.,I'll go in.
Soy francés.,I'm French.
Soy un héroe.,I'm a hero.
Soy un mentiroso.,I'm a liar.
Soy gemelo.,I'm a twin.
Yo soy mejor.,I'm better.
Estoy agotado.,I'm bushed.
Estoy comprando.,I'm buying.
Soy torpe.,I'm clumsy.
Ahí voy.,I'm coming.
Estoy comiendo.,I'm eating.
Yo soy más rápido.,I'm faster.
Soy codicioso.,I'm greedy.
Yo estoy escondido.,I'm hiding.
Ya tengo hambre.,I'm hungry!
Me pica el bagre.,I'm hungry!
Me pica el bagre.,I'm hungry.
Soy inmune.,I'm immune.
Me estoy moviendo.,I'm moving.
Me mudaré.,I'm moving.
Soy normal.,I'm normal.
Estoy asustado.,I'm scared.
Estoy soltero.,I'm single.
Estoy soltera.,I'm single.
Soy soltero.,I'm single.
Estoy flacucho.,I'm skinny.
¡Tengo sueño!,I'm sleepy!
Tengo sueño.,I'm sleepy!
Tengo sueño.,I'm sleepy.
Estoy tan gordo.,I'm so fat.
Estoy tan gorda.,I'm so fat.
Lo estoy intentando.,I'm trying.
Me estoy esforzando.,I'm trying.
Tengo doce años.,I'm twelve.
Tengo doce.,I'm twelve.
He comido.,I've eaten.
Ignora a Tom.,Ignore Tom.
No le hagas caso.,Ignore him.
¿Es grande Tom?,Is Tom big?
¿Está gordo Tom?,Is Tom fat?
¿Tom es divertido?,Is Tom fun?
¿Tiene calor Tom?,Is Tom hot?
¿Tom está enfermo?,Is Tom ill?
¿Está loco Tom?,Is Tom mad?
¿Está fuera Tom?,Is Tom out?
¿Está muerto?,Is he dead?
¿Es alto?,Is he tall?
¿Es gratis?,Is it free?
¿Está bueno?,Is it good?
¿Es acá?,Is it here?
¿Aquí?,Is it here?
¿Está aquí?,Is it here?
¿Esto es real?,Is it real?
¿Es seguro?,Is it safe?
¿Es verdad?,Is it true?
¿Vale eso?,Is that OK?
¿Está bien eso?,Is that OK?
¿Eso es todo?,Is that it?
¿Es ese?,Is that it?
¿Acaso es así?,Is that so?
¿Es así?,Is that so?
¿Esto es bueno?,Is this OK?
¿Eso es todo?,Is this it?
¿Es este?,Is this it?
Eso pasa.,It happens.
Está frío.,It is cold.
Es mío.,It is mine.
Es de Tom.,It's Tom's.
Está vivo.,It's alive.
Está vacío.,It's empty.
Es estupendo.,It's great.
Es grandioso.,It's great.
Es verde.,It's green.
Está verde.,It's green.
Es magia.,It's magic.
Es mi CD.,It's my CD.
Es de noche.,It's night.
Ha anochecido.,It's night.
Es de parte mía.,It's on me.
Está listo.,It's ready.
Vale.,It's right.
Está bien.,It's right.
Es correcto.,It's right.
Está ahí.,It's there.
Es blanco.,It's white.
Hace viento.,It's windy.
Es suyo.,It's yours.
Es tuyo.,It's yours.
Jesús lloró.,Jesus wept.
Tan sólo hazlo.,Just do it.
¡Continúa!,Keep it up!
¡Continúe!,Keep it up!
Toma apuntes.,Keep notes.
Tomad apuntes.,Keep notes.
Tomen notas.,Keep notes.
¡Quédate tranquilo!,Keep quiet!
¡Guarden silencio!,Keep quiet!
Mantente quieto.,Keep still.
Mantenete quieto.,Keep still.
Manténgase quieto.,Keep still.
Manténganse quietos.,Keep still.
Abandona la ciudad.,Leave town.
Deja la ciudad.,Leave town.
Sal de la ciudad.,Leave town.
Deja ir a Tom.,Let Tom go.
Dejar entrar a Tom.,Let Tom in.
¡Déjale irse!,Let him go!
Deja que se vaya.,Let him go.
Déjalo entrar.,Let him in.
Dejalo entrar.,Let him in.
Déjelo entrar.,Let him in.
Déjenlo entrar.,Let him in.
Dejadlo entrar.,Let him in.
¡Déjame salir!,Let me out!
¡Dejadme salir!,Let me out!
Deja que pague yo.,Let me pay.
Déjame ver.,Let me see.
Déjeme ver.,Let me see.
A ver.,Let me see.
Charlemos.,Let's chat.
Vamos a charlar.,Let's chat.
Besémonos.,Let's kiss.
Juguemos.,Let's play.
Desistamos.,Let's quit.
Renunciemos.,Let's quit.
Cantemos.,Let's sing.
Nademos.,Let's swim.
Conversemos.,Let's talk.
Votemos.,Let's vote.
Caminemos.,Let's walk.
Trabajemos.,Let's work.
Levántalo.,Lift it up.
Mirá de nuevo.,Look again.
Mira de nuevo.,Look again.
Mire de nuevo.,Look again.
Miren de nuevo.,Look again.
Mirá hacia adelante.,Look ahead.
Mira hacia adelante.,Look ahead.
Mire hacia adelante.,Look ahead.
Miren hacia adelante.,Look ahead.
Míralo.,Look at it.
Obsérvalo.,Look at it.
Contémplalo.,Look at it.
Mírame.,Look at me.
Míranos.,Look at us.
Obsérvanos.,Look at us.
Búscalo.,Look it up.
Búsquenlo.,Look it up.
Mira allí.,Look there.
El amor dura.,Love lasts.
Mamá lloró.,Mama cried.
Sin comentarios.,No comment.
¿En serio?,No kidding?
¡No hay problema!,No problem!
¡Sin problemas!,No problem!
Ningún problema.,No problem.
"Por favor, siéntese.",Please sit.
"Por favor, siéntate.",Please sit.
"Por favor, sentaos.",Please sit.
Baja la voz.,Quiet down.
Reemplazadlo.,Replace it.
Di patata.,Say cheese.
Decid patata.,Say cheese.
Di güisqui.,Say cheese.
Decid güisqui.,Say cheese.
Sonría.,Say cheese.
"Di ""por favor"".",Say please.
Es vieja.,She is old.
Sonrió.,She smiled.
Ella está ocupada.,She's busy.
Es guapa.,She's nice.
Canta.,Sing along.
Huele esto.,Smell this.
Olé esto.,Smell this.
Huelan esto.,Smell this.
Oled esto.,Smell this.
Huela esto.,Smell this.
¡Retrocede!,Stand back!
Empieza aquí.,Start here.
Empieza de nuevo.,Start over.
Mantente alerta.,Stay alert.
Mantente consciente.,Stay awake.
Mantente despierto.,Stay awake.
No te duermas.,Stay awake.
Mantente cerca.,Stay close.
No te alejes de aquí.,Stay close.
Quédate a mi vera.,Stay close.
Mantente alerta.,Stay sharp.
No te muevas.,Stay still.
Quieto.,Stay still.
Quédate ahí.,Stay there.
Hazte a un lado.,Step aside.
¡Más rápido!,Step on it!
Dejá de mentir.,Stop lying.
Dejá de bolacear.,Stop lying.
Detente ahí.,Stop there.
Estudia harto.,Study hard.
Toma un bus.,Take a bus.
Toma notas.,Take notes.
Llevate estos de aquí.,Take these.
Quédate con estos.,Take these.
¡Háblame!,Talk to me!
¡Habla conmigo!,Talk to me!
¡Hablad conmigo!,Talk to me!
Prueben esto.,Taste this.
Probá esto.,Taste this.
Prueba esto.,Taste this.
¡Ése es mi chico!,That a boy!
Buen chico.,That a boy!
Eso duele.,That hurts.
Eso funciona.,That works.
Eso valdrá.,That'll do.
Con eso vale.,That'll do.
Eso me vale.,That'll do.
Eso me sirve.,That'll do.
Ése es Tom.,That's Tom.
Ésa es ella.,That's her.
Es ella.,That's her.
Ése es él.,That's him.
Eso le pertenece.,That's his.
Eso le pertenece a él.,That's his.
Es nuevo.,That's new.
Está mojado.,That's wet.
Engañaron.,They cheat.
Hicieron trampas.,They cheat.
Se quedaron.,They stood.
Se mantuvieron.,They stood.
Lo intentaron.,They tried.
Ellos votaron.,They voted.
Votaron.,They voted.
Ellos están dentro.,They're in.
Ellas están dentro.,They're in.
Ellos se apuntan.,They're in.
Esto está bien.,This is OK.
Esto está correcto.,This is OK.
Hemos llegado.,This is it.
Este es el fin.,This is it.
Esto es todo.,This is it.
Éste es.,This is it.
Esto funciona.,This works.
Esto trabaja.,This works.
Esto valdrá.,This'll do.
Con éste vale.,This'll do.
Esto me basta.,This'll do.
El tiempo vuela.,Time flies.
Se acabó el tiempo.,Time is up.
Tom convino aquiescente.,Tom agreed.
Tom estuvo de acuerdo.,Tom agreed.
Tomás está de acuerdo.,Tom agrees.
Tom me mordió.,Tom bit me.
Tomás eructó.,Tom burped.
Tom llamó.,Tom called.
Tomás hace trampa.,Tom cheats.
Tomás bailó.,Tom danced.
Tom baila.,Tom dances.
Tom lo hizo.,Tom did it.
Tom bebe.,Tom drinks.
Tom toma.,Tom drinks.
Tomás conduce.,Tom drives.
Tom reprobó.,Tom failed.
Tom fracasó.,Tom failed.
A Tom se le olvidó.,Tom forgot.
Tom peleó.,Tom fought.
Tom luchó.,Tom fought.
Tom soltó un grito ahogado.,Tom gasped.
Tom se quedó sin aliento.,Tom gasped.
Tom dio un grito ahogado.,Tom gasped.
Tom metió la pata.,Tom goofed.
Tom se levantó.,Tom got up.
Tom ayudó.,Tom helped.
Tom me golpeó.,Tom hit me.
Tom es malo.,Tom is bad.
Tom es grande.,Tom is big.
Tom está gordo.,Tom is fat.
Tom es divertido.,Tom is fun.
Tom está malo.,Tom is ill.
Tom está loco.,Tom is mad.
Tom es nuevo.,Tom is new.
Tom es raro.,Tom is odd.
Tom es viejo.,Tom is old.
Tom ha salido.,Tom is out.
Tom está triste.,Tom is sad.
Tom es tímido.,Tom is shy.
Tom está mojado.,Tom is wet.
Tom saltó.,Tom jumped.
Tom miró.,Tom looked.
Tom gimió.,Tom moaned.
Tom asintió.,Tom nodded.
Tom obedeció.,Tom obeyed.
Tom se detuvo.,Tom paused.
Tomás llamó por teléfono.,Tom phoned.
Tomás telefoneó.,Tom phoned.
Tom rezó.,Tom prayed.
Tom rezaba.,Tom prayed.
Tom lo vio.,Tom saw it.
Tom me vio.,Tom saw me.
Tom nos vio.,Tom saw us.
Tom se afeitó.,Tom shaved.
Tom se rasuró.,Tom shaved.
Tom suspiró.,Tom sighed.
Tom sonrió.,Tom smiled.
Tom ronca.,Tom snores.
Tom se quedó.,Tom stayed.
Tom charló.,Tom talked.
Tomás esperó.,Tom waited.
Tom caminó.,Tom walked.
Tom estaba bien.,Tom was OK.
Tom hizo un guiño.,Tom winked.
Tom lanzó un guiño.,Tom winked.
Tom guiñó el ojo.,Tom winked.
Tom trabajó.,Tom worked.
Tom bostezó.,Tom yawned.
Tom gritó.,Tom yelled.
Tom llorará.,Tom'll cry.
Tom morirá.,Tom'll die.
Tom pagará.,Tom'll pay.
Tom está ocupado.,Tom's busy.
Tom ha muerto.,Tom's dead.
Tom es sordo.,Tom's deaf.
Tom ha muerto.,Tom's died.
Tom es rápido.,Tom's fast.
Tom es libre.,Tom's free.
Tom está contento.,Tom's glad.
Tom se ha ido.,Tom's gone.
Tom está aquí.,Tom's here.
Tom está en casa.,Tom's home.
Tom está herido.,Tom's hurt.
Tom se ha marchado.,Tom's left.
Tom es malo.,Tom's mean.
Tom está seguro.,Tom's safe.
Tom fue disparado.,Tom's shot.
Tom está enfermo.,Tom's sick.
Tom es feo.,Tom's ugly.
Tom es débil.,Tom's weak.
Tom está bien.,Tom's well.
Pruébalo.,Try it out.
Enciéndelo.,Turn it on.
Gira a la derecha.,Turn right.
¿Era ése Tom?,Was he Tom?
¿Fue divertido?,Was it fun?
¿Era divertido?,Was it fun?
Mira esto.,Watch this.
Mirá esto.,Watch this.
Mirad esto.,Watch this.
Mire esto.,Watch this.
Miren esto.,Watch this.
Somos hombres.,We are men.
Compramos cedés.,We buy CDs.
Nosotros podemos pagar.,We can pay.
Podemos intentarlo.,We can try.
Podemos probarlo.,We can try.
Podemos probar.,We can try.
Podemos ganar.,We can win.
Nos divertimos.,We had fun.
Lo pasamos bien.,We had fun.
Nos reímos.,We laughed.
Nos gusta.,We like it.
Nos encanta.,We love it.
Lo hicimos.,We made it.
Nos debemos ir.,We must go.
Debemos irnos.,We must go.
Vimos a Tom.,We saw Tom.
Te vimos.,We saw you.
Te veíamos.,We saw you.
Lo queremos.,We want it.
Haremos la comida.,We'll cook.
Fracasaremos.,We'll fail.
Ayudaremos.,We'll help.
Nosotros ayudaremos.,We'll help.
Echaremos la mano.,We'll help.
Cantaremos.,We'll sing.
Esperaremos.,We'll wait.
Nosotras esperaremos.,We'll wait.
Nos vamos a caminar.,We'll walk.
Trabajaremos.,We'll work.
Hemos vuelto.,We're back.
Estamos de vuelta.,We're back.
Hemos regresado.,We're back.
Estamos ocupados.,We're busy.
Tenemos frío.,We're cold.
Terminamos.,We're done.
Estamos a mano.,We're even.
Estamos bien.,We're fine.
Estamos acá.,We're here.
Estamos en casa.,We're home.
Estamos perdidos.,We're lost.
Somos pobres.,We're poor.
Somos ricos.,We're rich.
Somos ricas.,We're rich.
Estamos hartos.,We're sick.
Somos débiles.,We're weak.
¡Pero qué día!,What a day!
¿Qué pasa?,What gives?
¿Qué hay?,What gives?
¿Qué hay de nuevo?,What's new?
¿Qué me cuentas?,What's new?
¿Dónde estoy?,Where am I?
¿En dónde estoy?,Where am I?
¿Quién es Tom?,Who is Tom?
¿Quién llamó por teléfono?,Who phoned?
¿Quién se quedó?,Who stayed?
¿Quién gritó?,Who yelled?
¿Quién está aquí?,Who's here?
¿Quién da la vez?,Who's next?
¿Quién es?,Who's that?
¿Quién es ése?,Who's that?
¿Quién es ésa?,Who's that?
La madera arde.,Wood burns.
¿Llamaste?,You called?
Puedes irte.,You can go.
Puedes ir.,You can go.
Te puedes ir.,You can go.
Puedes marcharte.,You can go.
Tú decides.,You decide.
Puedes irte.,You may go.
Podéis iros.,You may go.
Pueden irse.,You may go.
Podéis marcharos.,You may go.
Pueden marcharse.,You may go.
Podéis ir.,You may go.
Podés irte.,You may go.
Fallaste.,You missed.
Ya verás.,You'll see.
Ya lo veréis.,You'll see.
Eres mala.,You're bad.
Eres grande.,You're big.
Estás grande.,You're big.
Estás vieja.,You're old.
Estás triste.,You're sad.
¡Has ganado!,You've won!
Todo va bien.,All is well.
Todo está correcto.,All is well.
¿Hay alguien en casa?,Anyone home?
¿Alguien está en casa?,Anyone home?
¿Alguien está herido?,Anyone hurt?
¿Hemos terminado?,Are we done?
¿Tú eres Tom?,Are you Tom?
¿Es usted Tom?,Are you Tom?
¿Tienes calor?,Are you hot?
¿Tenéis calor?,Are you hot?
¿Estás loco?,Are you mad?
¿Estás enfadado?,Are you mad?
¿Está usted loca?,Are you mad?
¿Está usted loco?,Are you mad?
¿Eres nuevo?,Are you new?
¿Eres nueva?,Are you new?
Como quieras.,As you like.
Como queráis.,As you like.
Como usted guste.,As you like.
Como usted quiera.,As you like.
Pregúntale a cualquiera.,Ask anybody.
Sed creativos.,Be creative.
Sé discreto.,Be discreet.
Sé clemente.,Be merciful.
Estate preparado.,Be prepared.
Estad preparados.,Be prepared.
Sé puntual.,Be punctual.
Sed puntuales.,Be punctual.
Sé razonable.,Be sensible.
Sed razonables.,Be sensible.
Sé específico.,Be specific.
Sé específica.,Be specific.
Especifica más.,Be specific.
Sé exhaustivo.,Be thorough.
Sé tolerante.,Be tolerant.
Estate vigilante.,Be vigilant.
Estate atento.,Be watchful.
La cerveza es buena.,Beer's good.
¿Puedo comenzar?,Can I begin?
¿Puede esperar?,Can it wait?
¿Podemos hablar?,Can we talk?
¿Podemos conversar?,Can we talk?
¿Puedes ver?,Can you see?
¿Podéis ver?,Can you see?
Compruébalo otra vez.,Check again.
Revísalo de nuevo.,Check again.
Sube a bordo.,Come aboard.
Acercate.,Come closer.
Ven a verme.,Come see me.
Venid a verme.,Come see me.
Vengan a verme.,Come see me.
Venga a verme.,Come see me.
Consuela a Tom.,Comfort Tom.
Ponte en contacto con Tom.,Contact Tom.
Cocíname.,Cook for me.
Cocina para mí.,Cook for me.
Cuenta conmigo.,Count me in.
Cuenta con eso.,Count on it.
Cuente con eso.,Count on it.
Cuenta conmigo.,Count on me.
¿Ha muerto Tom?,Did Tom die?
¿Ganaste?,Did you win?
Haz lo que te digo.,Do as I say.
¡Hacedlo de nuevo!,Do it again!
Hazlo otra vez.,Do it again.
Hazlo ahorita.,Do it later.
Hazlo al ratito.,Do it later.
¿Juegas boliche?,Do you bowl?
No discutáis.,Don't argue.
No copiéis.,Don't cheat.
¡No lo hagas!,Don't do it!
¡No lo hagas!,Don't do it.
¡No lo hagáis!,Don't do it.
¡No lo hagan!,Don't do it.
¡No lo haga!,Don't do it.
No os peleéis.,Don't fight.
No entres.,Don't go in.
No entre usted.,Don't go in.
No te rías.,Don't laugh.
¡No te vayas!,Don't leave!
¡No dispares!,Don't shoot!
¡No dispare!,Don't shoot!
¡No disparéis!,Don't shoot!
No grites.,Don't shout.
No chilles.,Don't shout.
No sonrías.,Don't smile.
No sonrían.,Don't smile.
No fumes.,Don't smoke.
No fuméis.,Don't smoke.
No hables.,Don't speak.
No te preocupes.,Don't worry.
No os preocupéis.,Don't worry.
Termine esto.,Finish this.
Termina esto.,Finish this.
Terminá esto.,Finish this.
Terminen esto.,Finish this.
Terminad esto.,Finish this.
Lanza una moneda.,Flip a coin.
Tira una moneda al aire.,Flip a coin.
Vístete.,Get dressed.
¡Entra aquí!,Get in here!
¡Ponte serio!,Get serious!
Ve a encontrar a Tom.,Go find Tom.
Vayan a encontrar a Tom.,Go find Tom.
Vete a buscar a Tom.,Go find Tom.
Ve y descúbrelo.,Go find out.
Ve por ayuda.,Go for help.
Ve a pedir ayuda.,Go get help.
Ve a ayudar a Tom.,Go help Tom.
"Vete a casa, ahora.",Go home now.
Ve a ver a Tom.,Go meet Tom.
Ve por delante.,Go on ahead.
Ve recto.,Go straight.
Ve por ahí.,Go that way.
Ve por allí.,Go that way.
Vete a dormir.,Go to sleep.
¡Váyanse a dormir!,Go to sleep.
Andá con Tom.,Go with Tom.
Toma un asiento.,Grab a seat.
¿Ha venido?,Has he come?
¿Ha venido él?,Has he come?
Da un vistazo.,Have a look.
Tome asiento.,Have a seat.
Él puede venir.,He can come.
Él sabe leer.,He can read.
Él sabe nadar.,He can swim.
Él lo encontró.,He found it.
Él se escapó.,He got away.
Él envejeció.,He grew old.
¡Ha venido!,He has come!
Él tiene agallas.,He has guts.
Tiene vino.,He has wine.
Él nos ayuda.,He helps us.
Él está solo.,He is alone.
Él está borracho.,He is drunk.
Él tiene ocho años.,He is eight.
Es feliz.,He is happy.
Él está feliz.,He is happy.
Él es odiado.,He is hated.
Él miente.,He is lying.
Él está mintiendo.,He is lying.
Él es un guarro.,He is nasty.
Él es asqueroso.,He is nasty.
Él da grima.,He is nasty.
Él está cansado.,He is tired.
Él es joven.,He is young.
Le gusto.,He likes me.
Él me quiere.,He likes me.
Él renunció.,He resigned.
Él se levantó.,He stood up.
Él estaba ocupado.,He was busy.
Él es pajero.,He's a jerk.
Él es un mentiroso.,He's a liar.
Está fingiendo.,He's faking.
No está aquí.,He's not in.
No está en casa.,He's not in.
Él no está en casa.,He's not in.
Él no está adentro.,He's not in.
Él está delgado.,He's skinny.
Él es fuerte.,He's strong.
Él es estúpido.,He's stupid.
No le llega agua al tanque.,He's stupid.
Es un salame.,He's stupid.
Ayúdame.,Help me out.
Ayudame a salir.,Help me out.
Écheme la mano.,Help me out.
Ayúdame a salir.,Help me out.
Aquí vengo.,Here I come.
"Ya estoy aquí,",Here I come.
¡Aquí está ella!,Here she is!
¡Aquí estamos!,Here we are!
Aquí estamos.,Here we are.
¡Qué curioso!,How curious!
¡Qué raro!,How strange!
Qué raro.,How strange!
Soy francés.,I am French.
Soy cocinero.,I am a cook.
Soy un monje.,I am a monk.
Estoy mejor.,I am better.
Soy mejor.,I am better.
Me encuentro mejor.,I am better.
Me estoy quedando dormido.,I am dozing.
Ya tengo hambre.,I am hungry.
Me pica el bagre.,I am hungry.
Estoy jodiendo.,I am joking.
Estoy leseando.,I am joking.
Estoy soltero.,I am single.
